词语 情感分类 强度
钩深图远 nn 7
狗尾貂续 nl 7
狗傍人势 nn 7
狗党狐群 nn 7
沽名卖直 nn 7
破格 pe 5
破颜 pa 5
扑空 nj 5
期求 pk 5
奇崛 ph 7
奇志 ph 7
蕲求 pg 7
气度 ph 3
气宇 ph 6
弃置 nd 3
恰恰 pk 7
谦谦 ph 7
面面相看 nc 4
面谩腹诽 nn 5
乜斜缠帐 nn 5
民熙物阜 pe 9
明公正义 ph 6
明推暗就 nn 6
铭心镂骨 pf 5
磨不磷，涅不缁 ph 6
磨砻浸灌 ph 6
目眢心忳 nb 8
目乱精迷 pc 5
目瞪舌彊 pc 5
拿班作势 nn 6
难解难分 pb 7
泥猪疥狗 nn 5
鸟散鱼溃 nc 7
涅而不淄 ph 6
牛马襟裾 nn 6
女中丈夫 ph 5
拍案惊奇 pc 6
旁门邪道 nn 6
新异 pb 5
兴起 pb 3
济事 ph 5
佳音 pb 5
假面具 nn 7
易如破竹 ph 7
意前笔后 ph 5
因公行私 nd 5
阴凝冰坚 nd 5
银样蜡枪头 nn 5
崟崎磊落 ph 5
莺吟燕舞 pa 5
营私作弊 nd 5
郢人斫垩 ph 5
优游自如 pe 5
忧盛危明 ph 3
油嘴油舌 nd 5
游戏尘寰 pe 3
有死无二 ph 5
有耻且格 ph 5
右翦左屠 ph 5
予取予夺 nn 5
余霞成绮 ph 7
鱼水和谐 ph 7
鱼游沸鼎 nc 7
鱼县鸟窜 nc 5
鱼烂河决 nn 7
逾闲荡检 nn 7
榆枋之见 nn 5
与世浮沉 nn 5
雨旸时若 ph 5
语近指远 ph 5
语无诠次 nn 5
玉清冰洁 ph 7
玉毁椟中 nn 7
玉箫金管 ph 7
遇水架桥 ph 5
鬻声钓世 nn 5
渊鱼丛爵 nn 5
元恶大憝 nn 9
如堕烟海 nn 5
胸无大志 nn 7
滥竿充数 nn 5
天下本无事，庸人自扰之 nn 5
超轶绝尘 ph 7
倍道而进 ph 5
灵便 ph 5
看莱吃饭，量体裁衣 ph 5
仰观俯察 ph 3
字斟句酌 ph 3
草率收兵 nn 5
舐糠及米 nn 5
脑中无数 nn 5
尊古卑今 nn 5
猪八戒吃人参果，全不知滋味 nn 5
倒屣相迎 ph 5
秋风过耳 nn 5
一问三不知 nn 3
三复斯言 ph 5
不在话下 pg 5
怡声下气 nn 5
驷马高盖 ph 7
松柏寒盟 ph 9
宋画吴冶 ph 9
随世沈浮 nn 7
随物应机 ph 9
随珠弹雀 nn 7
遂迷不寤 nn 7
损人害己 nn 7
贪夫殉利 nd 9
贪求无已 nd 7
探竿影草 ph 5
探骊得珠 ph 7
韬曜含光 ph 7
桃李遍天下 ph 9
桃蹊柳陌 ph 7
腾达飞黄 ph 9
题名道姓 nn 5
摘埴索涂 nn 7
天成地平 pe 7
天真烂漫 pb 7
天惊石破 pc 7
添盐着醋 nn 5
佻身飞镞 ph 9
挑牙料脣 nn 7
铁郭金城 ph 7
通天彻地 ph 9
通古达变 ph 9
通计熟筹 ph 7
同心并力 ph 7
同心断金 ph 7
铜打铁铸 ph 9
铜头铁臂 ph 9
偷鸡盗狗 nn 7
头昏眼暗 ne 5
头眩目昏 ne 5
头痛医头，脚痛医脚 nn 5
投阱下石 nn 7
强识博闻 ph 7
敲髓洒膏 nb 8
亲操井臼 ph 7
青霄白日 ph 7
轻世肆志 nn 7
轻言寡信 nn 5
清风劲节 ph 7
清辞丽句 ph 5
囚首丧面 nn 5
驱雷策电 ph 9
权重秩卑 nn 5
却金暮夜 ph 9
鹊巢鸠主 nn 7
染指垂涎 nn 5
人一己百 ph 5
人荒马乱 ni 5
人琴俱逝 nb 7
仁柔寡断 nn 5
日旰忘食 ph 5
日昃忘食 ph 5
日锻月炼 ph 5
如有所失 ne 5
如持左券 pg 5
如弃敝屣 nd 5
如雷灌耳 pd 5
入文出武 ph 5
入室昇堂 ph 5
三病四痛 nb 5
桑土绸缪 ph 5
丧师辱国 nn 7
山肤水豢 ph 7
讪牙闲嗑 nn 5
赏罚信明 ph 7
上窜下跳 nn 5
社会贤达 ph 7
身无完肤 nb 5
深中隐厚 ph 5
深根蟠结 nd 7
神工天巧 ph 7
神乎其技 ph 7
神抶电击 ph 9
神清气茂 ph 7
神闲气静 pe 7
神号鬼泣 nb 9
神霄绛阙 ph 7
神譁鬼叫 nn 5
尸居余气 nb 5
失马塞翁 pa 7
失魂丧胆 nc 9
赐予 pd 7
存在主义 nn 5
大不了 ne 3
宝贝 pb 9
报复主义 nn 7
暴风雪 nc 5
悲悼 nb 7
背离 nn 7
奔丧 nb 7
苯中毒 nc 5
逼仄 nj 5
贬抑 nn 7
假撇清 nn 5
鹣鲽 ph 5
神閒气定 pe 5
蜕皮 nd 5
脱漏 nn 5
外心 nd 5
偎依 pa 5
维新 ph 5
举贤使能，举贤任能 ph 7
据图刎首 nn 5
捐本逐末 nn 3
卷席而居 nc 7
决命争首 ph 3
抉瑕摘釁 nd 7
军不血刃 ph 5
麇骇雉伏 nc 9
开利除害 ph 5
开云见日 pa 7
尻舆神马 pe 7
刻木为吏 nn 7
空谷足音 pa 5
口耳相承 nn 3
口角风情 pb 9
口壅若川 ph 3
枯木再生 ph 7
夸夸而谈 nn 5
快心满志 pa 9
宽豁大度 ph 9
旷心怡神 pa 7
括目相待 ph 5
揽辔登车 pg 5
郎才女姿 ph 7
狼前虎后 nc 7
狼嗥鬼叫 nd 7
狼顾鸱跱 nn 9
劳形苦心 nj 3
乐在其中 pa 5
乐道忘饥 pb 7
乐山乐水 pb 7
磊落光明 ph 7
冷言热语 nd 5
离世异俗 ph 7
沥血披肝 pg 5
丽藻春葩 ph 3
连中三元 pa 9
连枝并头 ph 7
连珠合璧 pa 7
连篇累幅 nn 3
连鼇跨鲸 ph 7
廉顽立懦 ph 7
量体裁衣 ph 5
两两三三 nn 1
两头三面 nn 5
量能授官 ph 5
慎终追远 ph 3
绳愆纠谬 ph 5
衣被群生 ph 7
行不更名，坐不改姓 pg 5
狷介之士 ph 5
分秒必争 ph 5
圆木警枕 ph 7
不敢告劳 ph 5
手足胼胝 ph 7
天不怕，地不怕 ph 3
一以当十 ph 7
磐石之固 pg 7
众擎易举 ph 5
如左右手 pg 9
八斗之才 ph 7
妙手丹青 ph 7
独具只眼 ph 7
讷言敏行 ph 7
多文为富 ph 7
自出心栽 ph 5
杀人越贷 nn 7
话旧 pf 3
慌神儿 ni 5
簧鼓 nn 5
回顾 pf 3
毁誉 nn 5
质非文是 nn 7
掷地金声 ph 5
智小言大 nd 7
雉头狐腋 nn 5
钟鼎人家 nk 5
钟鼎山林 pd 5
众好众恶 pb 5
重厚少文 nn 5
重逆无道 nn 7
周情孔思 pd 5
肘腋之患 nc 5
昼警夕惕 nc 7
朱楼碧瓦 pb 7
诛求无已 nd 7
珠沉璧碎 nb 5
珠圆玉洁 pb 5
铢分毫析 ph 5
铢积丝累 pd 5
逐名趋势 nn 7
逐浪随波 nn 5
逐逐眈眈 nn 7
拄笏西山 pe 7
助纣为虐 nd 7
柱小倾大 nl 5
祝鲠祝噎 pd 7
抓乖弄俏 nd 7
拽巷啰街 nc 9
转海回天 pg 9
壮士断腕 ph 7
追风逐电 ph 7
追根查源 nl 5
追魂摄魄 ph 9
锥刀之末 pe 5
拙嘴笨舌 nn 5
捉风捕影 nn 5
捉襟露肘 ng 7
浞訾栗斯 nn 7
孜孜矻矻 ph 5
锱铢不爽 ph 7
恣无忌惮 nn 7
足衣足食 pa 5
足趼舌敝 ne 5
祖武宗文 pd 7
钻穴逾垣 nn 5
钻坚研微 ph 5
醉玉颓山 ph 5
尊无二上 pd 7
遵养晦时 ne 5
左宜右宜 ph 7
作言造语 nn 5
坐失事机 nn 5
坐戒垂堂 nn 1
坐无虚席 pa 7
做好做恶 ni 5
凿空取办 nd 5
哀的美敦书 na 5
爱国主义 ph 5
安歇 pa 5
率真 pb 5
卖人情 nn 2
东磕西撞 nn 5
冬箑夏裘 nn 5
洞隐烛微 ph 7
斗绝一隅 nn 3
毒赋賸敛 nn 5
杜口吞声 nc 9
妒贤疾能 nn 5
断章取意 nn 5
对客挥毫 ph 7
顿足搓手 nj 5
多一事不如省一事 nn 3
多嘴献浅 nn 5
阿时趋俗 nn 3
额手称颂 pa 5
恶尘无染 ph 5
恩同山岳 ph 7
发怒冲冠 na 9
凡才浅识 nn 5
反裘伤皮 nn 5
贩交买名 nd 5
房谋杜断 ph 7
放泼撒豪 nd 5
飞蛾赴烛 nb 5
分斤掰两 nd 5
分条析理 ph 5
焚林而田 nn 5
焚香礼拜 pd 7
奋发蹈厉 ph 7
丰功盛烈 ph 7
风光月霁 ph 7
风雨不改 ph 5
红潮 ng 5
后事 nb 5
糊弄局 nn 5
花花绿绿 ph 5
低落 nj 3
敌手 na 3
嫡堂 pd 3
调笑 nn 5
喧腾 pa 7
血癌 nb 5
血债 na 5
鸦片战争 nb 5
烟花 pb 7
批准 pa 5
屏障 ne 5
重头戏 pd 7
周游 pe 5
猪瘟 nc 7
逐臭 nd 7
主观主义 nn 7
主体 pd 7
助威 pg 7
蛀心虫 nd 6
转世 pa 6
赚头 pa 7
追查 nl 7
追想 pf 7
惴栗 nc 7
拙见 pd 5
着落 pe 7
恋歌 pb 5
良种繁育 ph 5
了得 ph 5
领先 ph 5
流行 pb 5
党邪丑1 nn 5
韬略 ph 9
逃散 ni 3
讨便宜 nn 5
特长 ph 3
天赋 ph 3
天险 nc 3
天尊 pd 9
挑字眼儿 nd 5
严气1性 ph 7
贤良方1 ph 7
潜心 ph 3
强权政治 nd 7
抢嘴 nd 5
巧干 ph 5
峭拔 ph 5
亲人 pb 7
亲征 ph 7
侵略战争 nd 7
青楼 nn 7
倾倒 pb 7
清偿 pe 3
情理 pg 5
情网 pb 7
擎天柱 pd 7
穷棒子 nd 5
穷期 ne 5
全家福 pa 5
无虑无忧 pe 7
雾鳞云爪 nn 5
析言破律 nn 5
惜墨如金 ph 7
洗耳恭听 ph 5
霞蔚云蒸 ph 7
仙风道气 ph 5
掀天揭地 ph 7
鲜廉寡耻 nn 7
闲情逸志 pe 5
涎皮涎脸 nn 7
衒玉贾石 nn 3
显祖荣宗 ph 5
响彻云际 ph 5
枭心鹤貌 nn 5
小题大做 nn 7
协私罔上 nn 9
心上心下 ni 5
心若死灰 nj 7
心浮气盛 nn 7
心细於发 ph 7
心满意得 pa 9
心旷神恬 pa 7
辛壬癸甲 ph 7
釁稔恶盈 nn 9
星移斗转 ph 7
寇仇 nd 9
款留 pd 5
拉近乎 nn 5
酷刑 nd 9
溃逃 nj 5
批鳞请剑 ph 3
披襟解带 ph 5
骈枝俪叶 ph 1
飘萍断梗 nb 3
贫嘴滑舌 nd 5
破胆寒心 nc 7
溥天同庆 pa 3
七拱八翘 ne 3
欺上罔下 na 3
奇离古怪 nn 1
骑鹤上扬 nn 5
骑驴风雪中 ph 5
乞哀告怜 nj 3
杞国忧天 pf 5
气忍声吞 nn 5
气逾霄汉 pd 9
弃车走林 nd 3
弃旧迎新 nn 7
千人一面 nn 5
千古独步 ph 9
千里寄鹅毛 ph 7
千金一瓠 ph 9
千秋万古 pd 5
千岁鹤归 pf 9
千难万苦 nb 7
迁善塞违 ph 7
谦虚敬慎 pd 9
钳口挢舌 nc 9
潜窃阳剽 nn 9
裁撤 nj 3
残存 nb 5
苍老 nb 5
搀兑 nn 7
依偎 pe 5
仪式 pd 1
义仓 ph 5
义勇 ph 7
益处 pe 5
应典 pd 5
冤枉路 nj 5
元宵 pa 5
原宥 ph 5
援军 pe 5
月老 pb 7
拶子 nc 5
在逃 ni 7
脏字 nn 5
增益 pa 3
反手可得 pa 7
阽危之域 nc 7
累卵之危 nc 9
持盈保泰 ph 7
维妙维肖 ph 7
莫辨楮叶 nn 7
留得青山在，不愁没柴烧 pg 7
宴安鸩素毒 nn 9
文章憎命 nj 7
势穷力竭 nb 7
色授魂与 pa 7
爱人以德 ph 5
多许少与 nn 5
犬马之报 ph 7
逢人说项 ph 5
牵羊担酒　 ph 5
十日之饮　 pa 7
卑辞重币　 nb 5
寿元无量　 pa 9
以蠡测海　 nn 7
打拱作揖　 ph 7
急风暴雨 ni 5
日月合壁 pa 7
花街柳巷 nn 7
龙潭虎穴 nc 7
羊肠鸟道 nb 7
望衡对宇 ph 7
风景不殊 nb 7
银河倒泻 pc 5
花香鸟语 pa 7
苍翠欲滴 ph 7
姚黄魏紫 ph 7
价值连城 ph 9
声如洪钟 ph 7
亿万斯年 ph 7
可乘之隙 nb 5
名句 ph 7
名望 ph 7
磨练 ph 5
母爱 pd 5
耐烦 ne 5
哀毁瘠立 nb 5
騃童钝夫 nd 5
爱才若渴 pb 5
爱人利物 pb 5
碍足碍手 nd 5
安土乐业 pa 5
安内攘外 pe 5
安身乐业 pa 5
安忍无亲 pe 5
暗昧之事 nn 5
卬头阔步 ph 5
昂然直入 ph 5
傲睨一切 nn 5
遨翔自得 pa 5
八街九陌 ph 5
巴巴急急 ph 5
拔地倚天 ph 5
跋扈自恣 nn 5
白发丹心 ph 5
白首空归 nj 5
百般刁难 nd 5
百巧千穷 nj 5
百业萧条 nb 5
败俗伤化 nn 5
班衣戏采 ph 5
半三不四 ni 5
伴食中书 nn 5
苞苴竿牍 nn 5
保境息民 ph 5
抱火卧薪 nn 5
抱蔓摘瓜 nd 5
抱子弄孙 pa 5
陂湖禀量 ph 5
杯觥交错 pa 5
悲歌击筑 nb 5
背碑覆局 ph 5
背恩忘义 nn 5
本支百世 ph 5
比户可封 ph 5
五斗折腰 nn 7
蹉跎日月 nb 3
偷合苟容 nd 5
三头二面 nd 7
作恶多端 nn 9
擢发难数 nn 9
仁义道德 ph 1
诈败佯输 nn 9
背思忘义 nn 9
呼么喝六 nn 9
横加指责 nn 9
狐假虎咸 nn 9
饥附饱扬 nn 9
四体不勤，五谷不分 nn 7
引颈受戮 nn 5
知荣守辱 nn 7
裘马轻肥 nn 9
蹇谔匪躬 ph 5
见义必为 ph 5
见噎废食 nn 5
剑态箫心 ph 5
槛花笼鹤 nn 5
江流日下 nj 5
将虾钓鳖 nn 5
降志辱身 nn 5
郊寒岛瘦 nn 5
骄泰淫泆 nn 5
焦金流石 ne 5
狡焉思启 nd 5
街号巷哭 nb 9
诘诎聱牙 nn 5
桀敖不驯 nn 5
截长补短 ph 5
解民倒悬 ph 5
解剑拜仇 pe 5
巾帼须眉 ph 5
金石不渝 ph 5
金波玉液 ph 5
金翅擘海 ph 5
金貂贳酒 ph 5
金鳷擘海 ph 5
金针见血 ph 5
谨终如始 ph 5
锦团花簇 ph 5
锦囊佳制 ph 5
进退中绳 ph 3
进退有节 ph 3
进退跋疐 ne 5
进退裕如 ph 3
进退触篱 ne 5
进禄加官 pa 5
进贤屏恶 ph 5
进德脩业 ph 5
荆棘满途 ne 5
惊心破胆 nc 5
惊心褫魄 nc 5
惊耳骇目 pc 5
惊魂丧魄 nc 5
井井有方 ph 5
井渫莫食 ph 5
径情直遂 nn 5
敬姜犹绩 ph 5
静若处子，动若脱兔 ph 5
九间朝殿 ph 5
酒色之徒 nn 5
救火投薪 nn 5
救焚拯溺 ph 5
居仁由义 ph 5
鞫为茂草 nb 3
直溜溜 ph 5
志哀 nb 9
燕众议员虎颈 ph 7
泱泱大风 ph 9
心力交瘁 nb 5
一颦一笑胁肩谄笑 pa 9
穿云裂石 ph 7
春树暮云 pf 7
陟岵陟屺 pf 7
札人忧天 nb 7
不可究诘 nj 7
迫不得已 nb 7
望洋兴叹 nb 7
堕云雾中 nb 7
不由自主 pa 7
拭目而待 pf 7
一口吃个胖子 nn 7
局促不安 ni 7
搔头摸耳 ni 7
忧心仲忡 ni 7
铭记不忘 pf 7
噬脐何及 nh 7
举国若狂 pa 9
痛饮黄龙 pa 9
如释重2 pe 7
闲云野鹤 pe 7
怡情悦性 pe 7
投袂而起 pa 9
盱衡厉色 na 9
2气斗狠 na 9
泣涕如雨 nb 9
附骥 nd 5
西晒 ne 3
悉心 ph 5
媳妇儿 pb 3
喜封 pa 3
喜神 pa 1
细高挑儿 ph 3
狭窄 nd 3
下界 ph 3
仙女 ph 3
纤细 ph 3
闲人 nn 1
贤路 ph 3
显身手 ph 3
现话 nn 5
润色 ph 1
撒娇 pb 3
三昧 pe 3
散心 pa 1
丧葬 nb 7
嫂夫人 pd 7
杀生 nd 3
筛糠 nc 5
扇动 nd 5
善事 ph 3
伤号 nb 3
赏赉 pa 5
上等兵 ph 5
上级 pd 3
上书 pd 5
抛弃 nd 7
袍哥 nn 3
跑江湖 nn 5
跑辙 nn 5
陪衬 nn 3
赔不是 nh 6
赔罪 nh 5
蓬茸 pb 6
批驳 nn 7
披甲 ph 5
疲顿 ne 6
匹配 ph 3
偏锋 ph 5
飘然 pb 7
撇弃 nd 7
聘请 pd 6
平毁 nd 7
平平 pe 5
凭陵 nd 7
屏藩 ph 7
君子 ph 7
开心丸儿 pb 7
远愁近虑 ph 3
月夕花晨 pb 5
月貌花容 ph 5
云屯席卷 ph 5
云烟过眼 nb 5
云窗月户 pb 5
云兴霞蔚 ph 5
咂嘴弄脣 pc 5
赃污狼籍 nn 5
赃秽狼藉 nn 5
造言捏词 nd 5
贼子乱臣 nn 5
谮下谩上 nn 5
沾沾自满 nn 3
斩钢截铁 ph 5
战战惶惶 nc 5
仗节死义 ph 5
昭德塞违 ph 5
朝阳鸣凤 ph 5
真刀真枪 ph 5
枕戈饮血 na 7
整冠纳履 nn 3
1兒巴经 ph 5
枝叶扶疏 ph 5
执鞭坠镫 ph 5
指日誓心 ph 5
指鹿作马 nn 5
伟业 ph 7
未必 nl 5
文化大革命 nn 5
乌龟 nn 7
无度 nn 7
投闲置散 nj 7
徒子徒孙 nn 5
途遥日暮 nb 9
土崩鱼烂 nd 7
吐肝露胆 ph 7
兔死犬饥 nn 7
兔头麞脑 nn 7
推三推四 nn 7
推陈致新 ph 7
推聋作哑 nn 7
退食自公 ph 7
吞言咽理 nn 7
吞声饮气 nn 7
讬孤寄命 pg 9
唾面自乾 nn 7
瓦查尿溺 nd 9
歪不横楞 nn 7
外强中瘠 nn 7
弯弓饮羽 ph 7
完名全节 ph 7
玩岁愒月 nn 7
汪洋大海 ph 9
亡猿祸木 nn 7
枉口嚼舌 nn 7
枉道事人 nn 9
枉辔学步 nn 7
忘寝废食 ph 7
望空捉影 nn 7
望尘奔溃 nn 7
威重令行 nn 7
微显阐幽 ph 9
为虺弗摧 nn 7
为渊驱鱼 nn 9
违世异俗 ph 7
帷幕不修 nn 9
惟口起羞 ne 9
惟精惟一 ph 9
未艾方兴 ph 7
偎红倚翠 nn 7
温文儒雅 ph 7
温情密意 pb 7
文身剪发 nn 7
文宗学府 ph 9
文章山斗 ph 9
文质斌斌 ph 9
闻名丧胆 ph 9
闻风破胆 nn 9
问羊知马 ph 7
问寝视膳 ph 7
瓮牖桑枢 nb 7
握素怀铅 ph 7
握雾拏云 ph 7
乌衣门第 pd 7
於呼哀哉 nb 7
无人问津 nb 7
无方之民 nn 7
无如之奈 nj 7
无何有乡 nj 7
无往不克 ph 9
无所不晓 ph 9
无所施其伎 nd 7
无空不入 nn 7
无风扬波 nn 7
无根无蒂 nb 7
无偏无颇 ph 7
无恶不为 nd 9
施绯拖绿 nn 5
十年读书 ph 5
十恶五逆 nd 5
时乖运蹇 nb 5
识途老马 ph 5
拾人唾余 nn 5
食不知味 ni 5
食不餬口 nb 5
食箪浆壶 ph 5
使羊将狼 nn 5
使嘴使舌 nn 5
事与心违 nj 5
饰非遂过 nn 5
视同陌路 nn 5
视为寇雠 nd 5
室怒市色 nd 5
誓死不贰 ph 5
適材適所 ph 5
收成弃败 nn 5
手疾眼快 ph 5
首足异处 nb 5
书不释手 ph 5
摅肝沥胆 ph 5
熟读深思 ph 5
鼠迹狐踪 nn 5
鼠凭社贵 nn 5
数白论黄 nn 5
束手旁观 nn 5
束手缚脚 nn 5
树大招风 nc 5
鉥心刿目 ph 5
霜露之思 nb 5
水月镜花 nj 5
水到鱼行 pa 5
顺人应天 ph 5
顺非而泽 pa 5
司马牛之叹 nj 5
死中求活 pa 5
死求百赖 nn 5
死模活样 nn 5
四海承风 ph 5
呆小症 nn 7
叨教 nn 5
道歉 nh 5
不成 nn 5
不免 pg 5
高足 pd 5
交困 ne 7
绞杀 nc 7
搅扰 nd 7
阶段分化 nn 5
接援 pa 3
揭破 nn 7
结拜 pb 7
结怨 nd 7
竭尽 ph 5
解人 ph 5
借端 nn 5
金缕玉衣 ph 7
襟怀 ph 5
能人 ph 5
派头 nn 5
硬实 ph 3
幽咽 nb 5
游玩 pa 5
友情 pb 5
余毒 nn 9
窳败 nn 7
笔饱墨酣 ph 5
婢膝奴颜 nd 5
变躬迁席 pd 5
标新竖异 ph 5
别创一格 ph 5
冰壸秋月 ph 5
兵慌马乱 nc 5
并世无两 ph 5
剥肤及髓 nn 5
博闻强识 ph 5
不分青白 nn 5
不吐不茹 ph 5
不拔一毛 nn 5
不咸不淡 nn 5
不教而诛 nn 5
不欺闇室 ph 5
不废江河 ph 5
不避水火 ph 5
不识好歹 nn 5
不护细行 nn 5
才誇八斗 ph 5
材疏志大 pd 5
采兰赠芍 pb 5
惨绿少年 ph 5
差之毫釐，谬以千里 nn 5
豺狼当路 nd 5
昌亭旅食 nj 5
长材茂学 ph 5
长恶靡悛 nd 5
守1不桡 ph 5
孤立寡与 nb 7
呼牛呼马 nn 7
狐埋狐扬 nn 7
师长 pd 5
师爷 pd 5
施主 pd 5
识相 ph 5
食品污染 nn 5
世兄 pd 5
侍奉 pd 7
适意 pb 5
誓约 pg 9
胡作胡为 nd 7
胡越一家 pa 5
鹄形菜色 nb 5
户限为穿 ph 7
哗世动俗 nd 7
化鸱为凤 ph 5
怀珠韫玉 ph 7
槐南一梦 nb 5
还珠买椟 nj 5
涣然冰释 pg 7
黄口小兒 nn 5
黄粱一梦 nj 5
黄钟长弃 nb 5
灰身泯智 nj 7
挥戈回日 ph 9
辉煌金碧 ph 7
回肠百转 nb 9
毁方投圆 nn 5
诲奸导淫 nd 5
昏昏默默 ne 5
浑然自成 pb 7
混水捞鱼 nn 5
魂不着体 nb 5
魂飞胆破 pc 9
魂消魄夺 pc 9
魂销目断 pf 7
魂惊胆颤 pc 9
活蹦乱跳 ph 5
火热水深 nb 7
祸及池鱼 nb 5
祸稔恶积 nn 9
击搏挽裂 nc 5
饥冻交切 nb 5
机关算尽 nn 7
鸡犬不惊 ph 7
鸡飞狗走 nd 7
及时行乐 nn 5
极重不反 nn 7
亟疾苛察 nd 7
急敛暴徵 nd 7
计日以俟 pf 7
计过自讼 nh 5
计穷虑尽 nj 7
霁风朗月 pe 5
枷脰械手 nd 7
家骥人璧 ph 7
假人辞色 ph 5
驾鹤成仙 nb 7
肩从齿序 pa 5
古奥 nn 3
鼓足干劲 ph 3
寡头 nn 3
光荣榜 ph 7
问鼎 nn 5
混帐 nn 5
火坑 nb 5
急茬儿 ni 5
辑睦 pe 5
与世沉浮 nn 5
宜家宜室 ph 5
青蝇吊客 nb 5
风鬟雨鬓 ne 5
著作等身 ph 5
葬身鱼腹 nb 5
称薪而爨 nn 5
移东补西 ni 5
黄杨厄闻 ne 5
天台路迷 ni 3
饿莩遍野 nb 5
帮闲 nn 5
包抄 pa 3
美女 ph 5
猛然 pc 5
瓦影鱼 nn 9
微乎其微 nj 7
定时炸弹 ni 5
冻害 nb 7
痘疮 nb 7
赌咒 nd 7
对唱 pb 7
对味儿 pb 5
阳光 pa 5
一二九运动 ph 5
迫近 ni 5
破击 nc 7
蒲包 pa 5
曝露 ne 5
期于 pk 7
齐名 ph 5
奇特 pc 6
祈求 pg 7
企及 pk 7
启示 pa 5
起事 nn 5
气量 ph 5
气韵 ph 5
契机 pa 5
恰如 ph 3
千金 pd 5
牵掣 ne 5
前程 ph 5
前贤 pd 5
潜流 pa 3
明堂1道 ph 6
权力 pd 5
犬儒 nn 7
却病 pe 5
然诺 pg 5
让位 pd 7
热烘烘 pa 3
人材 ph 7
人伦 pd 5
人缘儿 ph 5
认生 nc 7
任用 pg 5
戎马 ph 3
荣誉军人 pd 7
容颜 pb 3
肉头 nn 3
如兄 pb 3
乳臭 nn 5
入绪 pa 3
瑞签 pa 7
风车云马 ph 5
风雨晦冥 nb 5
锋不可当 ph 7
凤引九雏 pe 5
凤翥龙蟠 ph 9
凤舞鸾歌 ph 7
奉公克己 ph 7
佛头著粪 nd 9
夫倡妇随 pa 7
伏首贴耳 pe 9
扶危翼倾 ph 9
浮收勒索 nd 7
福地洞天 pb 9
抚躬自问 nh 7
俯拾皆是 pa 7
黼蔀黻纪 ph 7
负材任气 nn 7
负恩背义 nd 9
附势趋炎 nn 5
附翼攀鳞 nn 7
腹热心煎 ni 7
改恶从善 ph 5
乾净利索 ph 5
甘心瞑目 pb 7
肝胆楚越 pf 9
感天动地 pa 9
钢筋铁骨 ph 7
高山景行 pd 9
高枕安卧 pe 8
高飞远举 ph 5
高睨大谈 nn 7
高斋学士 pd 7
槁项黄馘 ph 9
革新变旧 ph 7
格杀勿论 na 9
根结盘据 pg 9
弓影浮杯 nk 5
公忠体国 ph 9
功成名遂 ph 9
攻无不克 ph 9
拱手让人 nn 5
狗口里吐不出象牙 nn 9
狗咬吕洞宾 nn 7
狗盗鸡啼 nn 7
狗续侯冠 nl 5
沽誉买直 nn 7
通好 pb 5
同工同酬 pb 7
偷情 nn 9
头面人物 nn 5
突兀 ni 5
推荐 pg 7
推行 pg 5
私奔 nn 5
私了 nn 5
颂歌 ph 5
塌实 pe 5
行号巷哭 nb 9
形影相依 nb 7
兄弟怡怡 pe 7
悬石程书 ph 7
雪窗萤几 ph 7
牙签犀轴 ph 7
研经铸史 ph 7
颜筋柳骨 ph 7
燕舞莺啼 pa 7
扬眉瞬目 na 7
养晦韬光 ph 9
咬牙恨齿 nd 9
逸兴横飞 pa 9
牢房 nc 3
老江湖 nn 5
乐土 pb 5
泪眼 nb 7
冷不丁 pc 5
离别 nb 5
立功 ph 5
长寿 ph 7
倡导 ph 5
抄用 nn 5
超载 nn 5
尘垢 ne 5
成气候 ph 7
惩戒 nc 7
吃大户 ph 5
吃老本 nn 5
赤痢 nc 7
便血 nc 5
变迁 nb 3
变质 nd 5
辩论 pg 5
标准化 ph 5
别离 nb 5
濒于 ni 3
冰雹 nc 5
兵舰 pg 5
并发症 nc 5
病毒性肝炎 nc 7
病例 nc 5
病原菌 nc 5
波及 nc 5
驳斥 nd 7
搏击 ph 7
补益 pb 7
不大离 pg 5
不过 ne 5
不怕 ph 5
不识闲儿 nn 3
不谓 pc 7
不恤 nn 5
献策 pb 5
献身 ph 5
相国 pd 3
香花 ph 5
享有 pa 3
向慕 pk 7
消释 pe 3
嚣浮 nn 5
小鬼 pb 3
小圈子 nd 5
效劳 pd 1
胁持 nc 3
烧毁 nb 5
舌战 ph 1
申辩 pg 3
伸张 ph 5
绅士协定 ph 5
神权 nn 5
神医 ph 7
升级 pa 3
声威 ph 5
圣上 pd 5
失脚 ne 1
失眠 ne 5
失声 nb 7
失学 ne 5
械斗 nd 7
懈气 nj 5
心尖 pb 7
新媳妇儿 pb 5
衅端 nd 7
行凶 nc 7
修好 ph 5
许婚 pa 5
挹斗扬箕 nn 7
意乱心忙 ni 7
因难见巧 ph 5
银钩虿尾 ph 7
淫词亵语 nd 7
东一榔头，西一棒槌 nn 5
逃反 ni 5
惕厉 nc 7
天堑 nc 3
天灾 nc 7
化境 ph 7
遑遑 ni 5
悔改 nh 5
凑趣儿 pa 5
摧毁 nb 7
大舌头 nn 7
支前 ph 5
挚友 pb 7
正襟危坐 ph 7
情人眼里出西施 pb 7
水土不服 ne 5
徒乱人意 nn 7
去住两难 ne 7
不知甘苦 nn 7
人心隔肚皮 nl 7
鹿死不择荫 nn 7
